Lea State,LEA,School State,School,ID,Year,Category,Amount,Full Time Equivalent (FTE),American Indian or Alaska Native,Asian,Hawaiian/ Pacific Islander,Hispanic,Black,White,Two or more races,Total,SWD (IDEA-Eligible),SWD (Section 504 only),LEP
VA,FAIRFAX CO PBLC SCHS,VA,KEY CENTER,510126000510,2015,Non-Personnel Expenditures,36526.00,,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,KEY CENTER,510126000510,2015,Total enrollment,,,0.00,10.00,0.00,25.00,19.00,40.00,7.00,101.00,101.00,0.00,40.00
VA,FAIRFAX CO PBLC SCHS,VA,BONNIE BRAE ELEM,510126002116,2015,Salary Amount for Total Personnel (instructional support services and school administration),4177910.00,,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,BONNIE BRAE ELEM,510126002116,2015,Salary Amount for Teachers,3038019.00,,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,BONNIE BRAE ELEM,510126002116,2015,Instructional Aides,368770.00,14.00,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,BONNIE BRAE ELEM,510126002116,2015,School Administration Staff,480598.00,7.00,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,BONNIE BRAE ELEM,510126002116,2015,Support Services Staff (for Pupils and for Instructional Staff),290522.00,4.50,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,BONNIE BRAE ELEM,510126002116,2015,Non-Personnel Expenditures,48373.00,,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,BONNIE BRAE ELEM,510126002116,2015,Total enrollment,,,2.00,109.00,0.00,133.00,73.00,358.00,58.00,733.00,101.00,4.00,124.00
VA,FAIRFAX CO PBLC SCHS,VA,POPLAR TREE ELEM,510126002182,2015,Salary Amount for Total Personnel (instructional support services and school administration),4484794.00,,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,POPLAR TREE ELEM,510126002182,2015,Salary Amount for Teachers,3114085.00,,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,POPLAR TREE ELEM,510126002182,2015,Instructional Aides,508594.00,17.00,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,POPLAR TREE ELEM,510126002182,2015,School Administration Staff,520837.00,7.00,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,POPLAR TREE ELEM,510126002182,2015,Support Services Staff (for Pupils and for Instructional Staff),341276.00,8.50,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,POPLAR TREE ELEM,510126002182,2015,Non-Personnel Expenditures,119705.00,,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,POPLAR TREE ELEM,510126002182,2015,Total enrollment,,,2.00,214.00,2.00,49.00,22.00,328.00,28.00,645.00,98.00,7.00,46.00
VA,FAIRFAX CO PBLC SCHS,VA,PROVIDENCE ELEM,510126002531,2015,Salary Amount for Total Personnel (instructional support services and school administration),5823415.00,,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,PROVIDENCE ELEM,510126002531,2015,Salary Amount for Teachers,4378129.00,,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,PROVIDENCE ELEM,510126002531,2015,Instructional Aides,437259.00,16.00,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,PROVIDENCE ELEM,510126002531,2015,School Administration Staff,668264.00,9.50,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,PROVIDENCE ELEM,510126002531,2015,Support Services Staff (for Pupils and for Instructional Staff),339762.00,5.50,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,PROVIDENCE ELEM,510126002531,2015,Non-Personnel Expenditures,161869.00,,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,PROVIDENCE ELEM,510126002531,2015,Total enrollment,,,10.00,121.00,2.00,355.00,61.00,370.00,43.00,962.00,80.00,22.00,322.00
VA,FAIRFAX CO PBLC SCHS,VA,TWAIN MIDDLE,510126000576,2015,Salary Amount for Total Personnel (instructional support services and school administration),6586497.00,,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,TWAIN MIDDLE,510126000576,2015,Salary Amount for Teachers,4760034.00,,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,TWAIN MIDDLE,510126000576,2015,Instructional Aides,305990.00,12.00,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,TWAIN MIDDLE,510126000576,2015,School Administration Staff,862754.00,11.00,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,TWAIN MIDDLE,510126000576,2015,Support Services Staff (for Pupils and for Instructional Staff),657717.00,11.00,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,TWAIN MIDDLE,510126000576,2015,Non-Personnel Expenditures,282510.00,,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,TWAIN MIDDLE,510126000576,2015,Total enrollment,,,5.00,142.00,2.00,298.00,193.00,295.00,43.00,978.00,161.00,13.00,133.00
VA,FREDERICKSBURG CITY PBLC SCHS,VA,ORIGINAL WALKER-GRANT,510151002274,2015,Salary Amount for Total Personnel (instructional support services and school administration),766535.00,,,,,,,,,,,,
VA,FREDERICKSBURG CITY PBLC SCHS,VA,ORIGINAL WALKER-GRANT,510151002274,2015,Salary Amount for Teachers,385243.00,,,,,,,,,,,,
VA,FREDERICKSBURG CITY PBLC SCHS,VA,ORIGINAL WALKER-GRANT,510151002274,2015,Instructional Aides,131315.00,5.00,,,,,,,,,,,
VA,FREDERICKSBURG CITY PBLC SCHS,VA,ORIGINAL WALKER-GRANT,510151002274,2015,School Administration Staff,181134.00,2.00,,,,,,,,,,,
VA,FREDERICKSBURG CITY PBLC SCHS,VA,ORIGINAL WALKER-GRANT,510151002274,2015,Support Services Staff (for Pupils and for Instructional Staff),68843.00,2.00,,,,,,,,,,,
VA,FREDERICKSBURG CITY PBLC SCHS,VA,ORIGINAL WALKER-GRANT,510151002274,2015,Non-Personnel Expenditures,99493.00,,,,,,,,,,,,
VA,FREDERICKSBURG CITY PBLC SCHS,VA,ORIGINAL WALKER-GRANT,510151002274,2015,Total enrollment,,,0.00,19.00,2.00,43.00,70.00,34.00,19.00,187.00,26.00,0.00,19.00
VA,FREDERICKSBURG CITY PBLC SCHS,VA,LAFAYETTE UPPER ELEM,510151002468,2015,Salary Amount for Total Personnel (instructional support services and school administration),4090577.00,,,,,,,,,,,,
VA,FREDERICKSBURG CITY PBLC SCHS,VA,LAFAYETTE UPPER ELEM,510151002468,2015,Salary Amount for Teachers,2779456.00,,,,,,,,,,,,
VA,FREDERICKSBURG CITY PBLC SCHS,VA,LAFAYETTE UPPER ELEM,510151002468,2015,Instructional Aides,524370.00,21.52,,,,,,,,,,,
VA,FREDERICKSBURG CITY PBLC SCHS,VA,LAFAYETTE UPPER ELEM,510151002468,2015,School Administration Staff,271967.00,3.00,,,,,,,,,,,
VA,FREDERICKSBURG CITY PBLC SCHS,VA,LAFAYETTE UPPER ELEM,510151002468,2015,Support Services Staff (for Pupils and for Instructional Staff),514782.00,13.80,,,,,,,,,,,
VA,FREDERICKSBURG CITY PBLC SCHS,VA,LAFAYETTE UPPER ELEM,510151002468,2015,Non-Personnel Expenditures,98384.00,,,,,,,,,,,,
VA,FREDERICKSBURG CITY PBLC SCHS,VA,LAFAYETTE UPPER ELEM,510151002468,2015,Total enrollment,,,2.00,34.00,2.00,175.00,289.00,238.00,16.00,756.00,71.00,13.00,154.00
VA,GALAX CITY PBLC SCHS,VA,GALAX HIGH,510156000301,2015,Salary Amount for Total Personnel (instructional support services and school administration),508131.00,,,,,,,,,,,,
VA,GALAX CITY PBLC SCHS,VA,GALAX HIGH,510156000301,2015,Salary Amount for Teachers,1561635.00,,,,,,,,,,,,
VA,GALAX CITY PBLC SCHS,VA,GALAX HIGH,510156000301,2015,Instructional Aides,0.00,0.00,,,,,,,,,,,
VA,GALAX CITY PBLC SCHS,VA,GALAX HIGH,510156000301,2015,School Administration Staff,272843.00,5.35,,,,,,,,,,,
VA,GALAX CITY PBLC SCHS,VA,GALAX HIGH,510156000301,2015,Support Services Staff (for Pupils and for Instructional Staff),235288.00,4.71,,,,,,,,,,,
VA,GALAX CITY PBLC SCHS,VA,GALAX HIGH,510156000301,2015,Non-Personnel Expenditures,439687.00,,,,,,,,,,,,
VA,GALAX CITY PBLC SCHS,VA,GALAX HIGH,510156000301,2015,Total enrollment,,,2.00,7.00,0.00,145.00,40.00,334.00,13.00,541.00,50.00,4.00,73.00
VA,GALAX CITY PBLC SCHS,VA,GALAX MIDDLE,510156000356,2015,Salary Amount for Total Personnel (instructional support services and school administration),323719.00,,,,,,,,,,,,
VA,GALAX CITY PBLC SCHS,VA,GALAX MIDDLE,510156000356,2015,Salary Amount for Teachers,879097.00,,,,,,,,,,,,
VA,GALAX CITY PBLC SCHS,VA,GALAX MIDDLE,510156000356,2015,Instructional Aides,19224.00,1.00,,,,,,,,,,,
VA,GALAX CITY PBLC SCHS,VA,GALAX MIDDLE,510156000356,2015,School Administration Staff,175226.00,325.00,,,,,,,,,,,
VA,GALAX CITY PBLC SCHS,VA,GALAX MIDDLE,510156000356,2015,Support Services Staff (for Pupils and for Instructional Staff),129269.00,281.00,,,,,,,,,,,
VA,GALAX CITY PBLC SCHS,VA,GALAX MIDDLE,510156000356,2015,Non-Personnel Expenditures,150940.00,,,,,,,,,,,,
VA,GALAX CITY PBLC SCHS,VA,GALAX MIDDLE,510156000356,2015,Total enrollment,,,0.00,0.00,0.00,70.00,25.00,163.00,13.00,271.00,35.00,0.00,40.00
VA,GALAX CITY PBLC SCHS,VA,GALAX ELEM,510156000665,2015,Salary Amount for Total Personnel (instructional support services and school administration),548250.00,,,,,,,,,,,,
VA,GALAX CITY PBLC SCHS,VA,GALAX ELEM,510156000665,2015,Salary Amount for Teachers,1674731.00,,,,,,,,,,,,
VA,GALAX CITY PBLC SCHS,VA,GALAX ELEM,510156000665,2015,Instructional Aides,66671.00,4.50,,,,,,,,,,,
VA,GALAX CITY PBLC SCHS,VA,GALAX ELEM,510156000665,2015,School Administration Staff,221389.00,4.40,,,,,,,,,,,
VA,GALAX CITY PBLC SCHS,VA,GALAX ELEM,510156000665,2015,Support Services Staff (for Pupils and for Instructional Staff),160190.00,6.94,,,,,,,,,,,
VA,GALAX CITY PBLC SCHS,VA,GALAX ELEM,510156000665,2015,Non-Personnel Expenditures,486297.00,,,,,,,,,,,,
VA,GALAX CITY PBLC SCHS,VA,GALAX ELEM,510156000665,2015,Total enrollment,,,0.00,4.00,0.00,196.00,52.00,325.00,10.00,587.00,77.00,0.00,118.00
VA,GILES CO PBLC SCHS,VA,GILES HIGH,510159000669,2015,Salary Amount for Total Personnel (instructional support services and school administration),3295211.00,,,,,,,,,,,,
VA,GILES CO PBLC SCHS,VA,GILES HIGH,510159000669,2015,Salary Amount for Teachers,2401845.00,,,,,,,,,,,,
VA,GILES CO PBLC SCHS,VA,GILES HIGH,510159000669,2015,Instructional Aides,216047.00,12.00,,,,,,,,,,,
VA,GILES CO PBLC SCHS,VA,GILES HIGH,510159000669,2015,School Administration Staff,78905.00,1.00,,,,,,,,,,,
VA,GILES CO PBLC SCHS,VA,GILES HIGH,510159000669,2015,Support Services Staff (for Pupils and for Instructional Staff),598414.00,18.00,,,,,,,,,,,
VA,GILES CO PBLC SCHS,VA,GILES HIGH,510159000669,2015,Non-Personnel Expenditures,1147131.00,,,,,,,,,,,,
VA,GILES CO PBLC SCHS,VA,GILES HIGH,510159000669,2015,Total enrollment,,,0.00,4.00,0.00,10.00,13.00,616.00,16.00,659.00,107.00,49.00,2.00
VA,GILES CO PBLC SCHS,VA,EASTERN COMBINED,510159001920,2015,Salary Amount for Total Personnel (instructional support services and school administration),2305649.00,,,,,,,,,,,,
VA,GILES CO PBLC SCHS,VA,EASTERN COMBINED,510159001920,2015,Salary Amount for Teachers,1559586.00,,,,,,,,,,,,
VA,GILES CO PBLC SCHS,VA,EASTERN COMBINED,510159001920,2015,Instructional Aides,216047.00,12.00,,,,,,,,,,,
VA,GILES CO PBLC SCHS,VA,EASTERN COMBINED,510159001920,2015,School Administration Staff,74752.00,1.00,,,,,,,,,,,
VA,GILES CO PBLC SCHS,VA,EASTERN COMBINED,510159001920,2015,Support Services Staff (for Pupils and for Instructional Staff),455264.00,18.00,,,,,,,,,,,
VA,GILES CO PBLC SCHS,VA,EASTERN COMBINED,510159001920,2015,Non-Personnel Expenditures,1261044.00,,,,,,,,,,,,
VA,GILES CO PBLC SCHS,VA,EASTERN COMBINED,510159001920,2015,Total enrollment,,,2.00,0.00,0.00,7.00,7.00,421.00,13.00,450.00,59.00,7.00,0.00
VA,GILES CO PBLC SCHS,VA,NARROWS HIGH,510159000673,2015,Salary Amount for Total Personnel (instructional support services and school administration),1939880.00,,,,,,,,,,,,
VA,GILES CO PBLC SCHS,VA,NARROWS HIGH,510159000673,2015,Salary Amount for Teachers,1378837.00,,,,,,,,,,,,
VA,GILES CO PBLC SCHS,VA,NARROWS HIGH,510159000673,2015,Instructional Aides,147822.00,8.00,,,,,,,,,,,
VA,GILES CO PBLC SCHS,VA,NARROWS HIGH,510159000673,2015,School Administration Staff,70600.00,1.00,,,,,,,,,,,
VA,GILES CO PBLC SCHS,VA,NARROWS HIGH,510159000673,2015,Support Services Staff (for Pupils and for Instructional Staff),342622.00,18.00,,,,,,,,,,,
VA,GILES CO PBLC SCHS,VA,NARROWS HIGH,510159000673,2015,Non-Personnel Expenditures,1147131.00,,,,,,,,,,,,
VA,GILES CO PBLC SCHS,VA,NARROWS HIGH,510159000673,2015,Total enrollment,,,2.00,4.00,0.00,7.00,2.00,322.00,4.00,341.00,47.00,7.00,0.00
VA,GILES CO PBLC SCHS,VA,NARROWS ELEM/MID.,510159000672,2015,Salary Amount for Total Personnel (instructional support services and school administration),3907051.00,,,,,,,,,,,,
VA,GILES CO PBLC SCHS,VA,NARROWS ELEM/MID.,510159000672,2015,Salary Amount for Teachers,1483509.00,,,,,,,,,,,,
VA,GILES CO PBLC SCHS,VA,NARROWS ELEM/MID.,510159000672,2015,Instructional Aides,216047.00,12.00,,,,,,,,,,,
VA,GILES CO PBLC SCHS,VA,NARROWS ELEM/MID.,510159000672,2015,School Administration Staff,74752.00,1.00,,,,,,,,,,,
VA,GILES CO PBLC SCHS,VA,NARROWS ELEM/MID.,510159000672,2015,Support Services Staff (for Pupils and for Instructional Staff),434144.00,18.00,,,,,,,,,,,
VA,GILES CO PBLC SCHS,VA,NARROWS ELEM/MID.,510159000672,2015,Non-Personnel Expenditures,1261044.00,,,,,,,,,,,,
VA,GILES CO PBLC SCHS,VA,NARROWS ELEM/MID.,510159000672,2015,Total enrollment,,,4.00,2.00,4.00,4.00,4.00,436.00,10.00,464.00,89.00,7.00,2.00
VA,GILES CO PBLC SCHS,VA,MACY MCCLAUGHERTY COMBINED,510159000671,2015,Salary Amount for Total Personnel (instructional support services and school administration),2615146.00,,,,,,,,,,,,
VA,GILES CO PBLC SCHS,VA,MACY MCCLAUGHERTY COMBINED,510159000671,2015,Salary Amount for Teachers,1749780.00,,,,,,,,,,,,
VA,GILES CO PBLC SCHS,VA,MACY MCCLAUGHERTY COMBINED,510159000671,2015,Instructional Aides,341127.00,19.00,,,,,,,,,,,
VA,GILES CO PBLC SCHS,VA,MACY MCCLAUGHERTY COMBINED,510159000671,2015,School Administration Staff,74752.00,1.00,,,,,,,,,,,
VA,GILES CO PBLC SCHS,VA,MACY MCCLAUGHERTY COMBINED,510159000671,2015,Support Services Staff (for Pupils and for Instructional Staff),516279.00,18.00,,,,,,,,,,,
VA,GILES CO PBLC SCHS,VA,MACY MCCLAUGHERTY COMBINED,510159000671,2015,Non-Personnel Expenditures,1261044.00,,,,,,,,,,,,
VA,GILES CO PBLC SCHS,VA,MACY MCCLAUGHERTY COMBINED,510159000671,2015,Total enrollment,,,2.00,2.00,0.00,10.00,7.00,472.00,7.00,500.00,86.00,7.00,2.00
VA,GLOUCESTER CO PBLC SCHS,VA,PAGE MIDDLE,510162003022,2015,Salary Amount for Total Personnel (instructional support services and school administration),2861692.00,,,,,,,,,,,,
VA,GLOUCESTER CO PBLC SCHS,VA,PAGE MIDDLE,510162003022,2015,Salary Amount for Teachers,2190613.00,,,,,,,,,,,,
VA,GLOUCESTER CO PBLC SCHS,VA,PAGE MIDDLE,510162003022,2015,Instructional Aides,53333.00,6.00,,,,,,,,,,,
VA,GLOUCESTER CO PBLC SCHS,VA,PAGE MIDDLE,510162003022,2015,School Administration Staff,290955.00,5.01,,,,,,,,,,,
VA,GLOUCESTER CO PBLC SCHS,VA,PAGE MIDDLE,510162003022,2015,Support Services Staff (for Pupils and for Instructional Staff),380123.00,7.91,,,,,,,,,,,
VA,GLOUCESTER CO PBLC SCHS,VA,PAGE MIDDLE,510162003022,2015,Non-Personnel Expenditures,59327.00,,,,,,,,,,,,
VA,GLOUCESTER CO PBLC SCHS,VA,PAGE MIDDLE,510162003022,2015,Total enrollment,,,2.00,2.00,0.00,22.00,40.00,544.00,25.00,635.00,80.00,34.00,4.00
VA,GLOUCESTER CO PBLC SCHS,VA,PEASLEY MIDDLE,510162002188,2015,Salary Amount for Total Personnel (instructional support services and school administration),3410652.00,,,,,,,,,,,,
VA,GLOUCESTER CO PBLC SCHS,VA,PEASLEY MIDDLE,510162002188,2015,Salary Amount for Teachers,2606977.00,,,,,,,,,,,,
VA,GLOUCESTER CO PBLC SCHS,VA,PEASLEY MIDDLE,510162002188,2015,Instructional Aides,62438.00,6.00,,,,,,,,,,,
VA,GLOUCESTER CO PBLC SCHS,VA,PEASLEY MIDDLE,510162002188,2015,School Administration Staff,345648.00,6.13,,,,,,,,,,,
VA,GLOUCESTER CO PBLC SCHS,VA,PEASLEY MIDDLE,510162002188,2015,Support Services Staff (for Pupils and for Instructional Staff),458027.00,9.55,,,,,,,,,,,
VA,GLOUCESTER CO PBLC SCHS,VA,PEASLEY MIDDLE,510162002188,2015,Non-Personnel Expenditures,62948.00,,,,,,,,,,,,
VA,GLOUCESTER CO PBLC SCHS,VA,PEASLEY MIDDLE,510162002188,2015,Total enrollment,,,0.00,4.00,0.00,34.00,52.00,586.00,43.00,719.00,74.00,43.00,7.00
VA,GLOUCESTER CO PBLC SCHS,VA,ABINGDON ELEM,510162000677,2015,Salary Amount for Total Personnel (instructional support services and school administration),2462261.00,,,,,,,,,,,,
VA,GLOUCESTER CO PBLC SCHS,VA,ABINGDON ELEM,510162000677,2015,Salary Amount for Teachers,1972466.00,,,,,,,,,,,,
VA,GLOUCESTER CO PBLC SCHS,VA,ABINGDON ELEM,510162000677,2015,Instructional Aides,135308.00,8.00,,,,,,,,,,,
VA,GLOUCESTER CO PBLC SCHS,VA,ABINGDON ELEM,510162000677,2015,School Administration Staff,252882.00,4.90,,,,,,,,,,,
VA,GLOUCESTER CO PBLC SCHS,VA,ABINGDON ELEM,510162000677,2015,Support Services Staff (for Pupils and for Instructional Staff),236911.00,5.93,,,,,,,,,,,
VA,GLOUCESTER CO PBLC SCHS,VA,ABINGDON ELEM,510162000677,2015,Non-Personnel Expenditures,43001.00,,,,,,,,,,,,
VA,GLOUCESTER CO PBLC SCHS,VA,ABINGDON ELEM,510162000677,2015,Total enrollment,,,2.00,4.00,0.00,37.00,58.00,442.00,52.00,595.00,80.00,19.00,10.00
VA,GLOUCESTER CO PBLC SCHS,VA,GLOUCESTER HIGH,510162000680,2015,Salary Amount for Total Personnel (instructional support services and school administration),7213588.00,,,,,,,,,,,,
VA,GLOUCESTER CO PBLC SCHS,VA,GLOUCESTER HIGH,510162000680,2015,Salary Amount for Teachers,5599729.00,,,,,,,,,,,,
VA,GLOUCESTER CO PBLC SCHS,VA,GLOUCESTER HIGH,510162000680,2015,Instructional Aides,107662.00,8.00,,,,,,,,,,,
VA,GLOUCESTER CO PBLC SCHS,VA,GLOUCESTER HIGH,510162000680,2015,School Administration Staff,734312.00,13.85,,,,,,,,,,,
VA,GLOUCESTER CO PBLC SCHS,VA,GLOUCESTER HIGH,510162000680,2015,Support Services Staff (for Pupils and for Instructional Staff),879546.00,19.20,,,,,,,,,,,
VA,GLOUCESTER CO PBLC SCHS,VA,GLOUCESTER HIGH,510162000680,2015,Non-Personnel Expenditures,192588.00,,,,,,,,,,,,
VA,GLOUCESTER CO PBLC SCHS,VA,GLOUCESTER HIGH,510162000680,2015,Total enrollment,,,4.00,16.00,0.00,64.00,151.00,1387.00,100.00,1722.00,182.00,97.00,7.00
VA,GLOUCESTER CO PBLC SCHS,VA,PETSWORTH ELEM,510162002065,2015,Salary Amount for Total Personnel (instructional support services and school administration),1633085.00,,,,,,,,,,,,
VA,GLOUCESTER CO PBLC SCHS,VA,PETSWORTH ELEM,510162002065,2015,Salary Amount for Teachers,1175235.00,,,,,,,,,,,,
VA,GLOUCESTER CO PBLC SCHS,VA,PETSWORTH ELEM,510162002065,2015,Instructional Aides,12456.00,7.00,,,,,,,,,,,
VA,GLOUCESTER CO PBLC SCHS,VA,PETSWORTH ELEM,510162002065,2015,School Administration Staff,221249.00,4.49,,,,,,,,,,,
VA,GLOUCESTER CO PBLC SCHS,VA,PETSWORTH ELEM,510162002065,2015,Support Services Staff (for Pupils and for Instructional Staff),238490.00,5.73,,,,,,,,,,,
VA,GLOUCESTER CO PBLC SCHS,VA,PETSWORTH ELEM,510162002065,2015,Non-Personnel Expenditures,26553.00,,,,,,,,,,,,
VA,GLOUCESTER CO PBLC SCHS,VA,PETSWORTH ELEM,510162002065,2015,Total enrollment,,,2.00,2.00,4.00,13.00,25.00,268.00,22.00,336.00,50.00,0.00,4.00
VA,HENRICO CO PBLC SCHS,VA,GENERATING RECOVERY OF ACADEMIC DIRECTION,510189002940,2015,Salary Amount for Total Personnel (instructional support services and school administration),1025770.00,,,,,,,,,,,,
VA,HENRICO CO PBLC SCHS,VA,GENERATING RECOVERY OF ACADEMIC DIRECTION,510189002940,2015,Salary Amount for Teachers,523794.00,,,,,,,,,,,,
VA,HENRICO CO PBLC SCHS,VA,GENERATING RECOVERY OF ACADEMIC DIRECTION,510189002940,2015,Instructional Aides,16881.00,1.00,,,,,,,,,,,
VA,HENRICO CO PBLC SCHS,VA,GENERATING RECOVERY OF ACADEMIC DIRECTION,510189002940,2015,School Administration Staff,95631.00,1.00,,,,,,,,,,,
VA,HENRICO CO PBLC SCHS,VA,GENERATING RECOVERY OF ACADEMIC DIRECTION,510189002940,2015,Support Services Staff (for Pupils and for Instructional Staff),68402.00,2.00,,,,,,,,,,,
VA,HENRICO CO PBLC SCHS,VA,GENERATING RECOVERY OF ACADEMIC DIRECTION,510189002940,2015,Non-Personnel Expenditures,93958.00,,,,,,,,,,,,
VA,HENRICO CO PBLC SCHS,VA,GENERATING RECOVERY OF ACADEMIC DIRECTION,510189002940,2015,Total enrollment,,,0.00,0.00,0.00,7.00,40.00,16.00,4.00,67.00,<=2,2.00,2.00
VA,HENRICO CO PBLC SCHS,VA,GENERAL ACADEMIC DEVELOPMENT,510189002845,2015,Salary Amount for Total Personnel (instructional support services and school administration),0.00,,,,,,,,,,,,
VA,HENRICO CO PBLC SCHS,VA,GENERAL ACADEMIC DEVELOPMENT,510189002845,2015,Salary Amount for Teachers,0.00,,,,,,,,,,,,
VA,HENRICO CO PBLC SCHS,VA,GENERAL ACADEMIC DEVELOPMENT,510189002845,2015,Instructional Aides,0.00,0.00,,,,,,,,,,,
VA,HENRICO CO PBLC SCHS,VA,GENERAL ACADEMIC DEVELOPMENT,510189002845,2015,School Administration Staff,0.00,0.00,,,,,,,,,,,
VA,HENRICO CO PBLC SCHS,VA,GENERAL ACADEMIC DEVELOPMENT,510189002845,2015,Support Services Staff (for Pupils and for Instructional Staff),0.00,0.00,,,,,,,,,,,
VA,HENRICO CO PBLC SCHS,VA,GENERAL ACADEMIC DEVELOPMENT,510189002845,2015,Non-Personnel Expenditures,0.00,,,,,,,,,,,,
VA,HENRICO CO PBLC SCHS,VA,GENERAL ACADEMIC DEVELOPMENT,510189002845,2015,Total enrollment,,,0.00,0.00,0.00,2.00,2.00,4.00,0.00,8.00,<=2,0.00,2.00
VA,HENRICO CO PBLC SCHS,VA,TUCKAHOE ELEM,510189000831,2015,Salary Amount for Total Personnel (instructional support services and school administration),3718374.00,,,,,,,,,,,,
VA,HENRICO CO PBLC SCHS,VA,TUCKAHOE ELEM,510189000831,2015,Salary Amount for Teachers,2109313.00,,,,,,,,,,,,
VA,HENRICO CO PBLC SCHS,VA,TUCKAHOE ELEM,510189000831,2015,Instructional Aides,59530.00,2.00,,,,,,,,,,,
VA,HENRICO CO PBLC SCHS,VA,TUCKAHOE ELEM,510189000831,2015,School Administration Staff,162738.00,2.00,,,,,,,,,,,
VA,HENRICO CO PBLC SCHS,VA,TUCKAHOE ELEM,510189000831,2015,Support Services Staff (for Pupils and for Instructional Staff),197036.00,5.50,,,,,,,,,,,
VA,HENRICO CO PBLC SCHS,VA,TUCKAHOE ELEM,510189000831,2015,Non-Personnel Expenditures,28602.00,,,,,,,,,,,,
VA,HENRICO CO PBLC SCHS,VA,TUCKAHOE ELEM,510189000831,2015,Total enrollment,,,0.00,7.00,0.00,19.00,4.00,655.00,22.00,707.00,71.00,7.00,10.00
VA,HENRICO CO PBLC SCHS,VA,ELKO MIDDLE,510189002757,2015,Salary Amount for Total Personnel (instructional support services and school administration),6069810.00,,,,,,,,,,,,
VA,HENRICO CO PBLC SCHS,VA,ELKO MIDDLE,510189002757,2015,Salary Amount for Teachers,3295459.00,,,,,,,,,,,,
VA,HENRICO CO PBLC SCHS,VA,ELKO MIDDLE,510189002757,2015,Instructional Aides,136893.00,7.00,,,,,,,,,,,
VA,HENRICO CO PBLC SCHS,VA,ELKO MIDDLE,510189002757,2015,School Administration Staff,310059.00,4.00,,,,,,,,,,,
VA,HENRICO CO PBLC SCHS,VA,ELKO MIDDLE,510189002757,2015,Support Services Staff (for Pupils and for Instructional Staff),305273.00,10.00,,,,,,,,,,,
VA,HENRICO CO PBLC SCHS,VA,ELKO MIDDLE,510189002757,2015,Non-Personnel Expenditures,63892.00,,,,,,,,,,,,
VA,HENRICO CO PBLC SCHS,VA,ELKO MIDDLE,510189002757,2015,Total enrollment,,,10.00,7.00,0.00,52.00,439.00,343.00,49.00,900.00,152.00,13.00,10.00
VA,HENRICO CO PBLC SCHS,VA,GAYTON ELEM,510189002123,2015,Salary Amount for Total Personnel (instructional support services and school administration),3311944.00,,,,,,,,,,,,
VA,HENRICO CO PBLC SCHS,VA,GAYTON ELEM,510189002123,2015,Salary Amount for Teachers,1801450.00,,,,,,,,,,,,
VA,HENRICO CO PBLC SCHS,VA,GAYTON ELEM,510189002123,2015,Instructional Aides,84319.00,2.00,,,,,,,,,,,
VA,HENRICO CO PBLC SCHS,VA,GAYTON ELEM,510189002123,2015,School Administration Staff,194680.00,2.00,,,,,,,,,,,
